song_id,track_id,title,artist_name,artist_terms,location,lat,lon,tempo,year
SOQBJNU12A6701DFF5,TRBFLOA128E078FA6A,I Can't Rest,Fontella Bass,"['60s', '70s', 'acoustic', 'ambient', 'american', 'blues', 'chicago soul', 'classic', 'downtempo', 'electronic', 'electronica', 'female', 'female vocalist', 'funk', 'gospel', 'jazz', 'mellow', 'mod', 'motown', 'northern soul', 'oldies', 'piano', 'pop', 'pop soul', 'r&b', 'rock', 'soul', 'soul music', 'soundtrack', 'southern soul', 'trip hop', 'united states']","St. Louis, MO",38.62774,-90.19951,125,2006
SOGVVLP12A8C1363F1,TRBFLFI128F427F374,Stop The World,RIDDLIN' KIDS,"['00s', 'alternative', 'alternative pop', 'alternative rock', 'american', 'ballad', 'christian rock', 'drum and bass', 'electro', 'electronic', 'emo', 'emocore', 'funk', 'german', 'glitch', 'hard rock', 'hardcore', 'hardcore metal', 'heavy metal', 'hip hop', 'house', 'indie', 'indie rock', 'industrial', 'industrial metal', 'metal', 'metalcore', 'minimal', 'pop', 'pop punk', 'pop rock', 'power pop', 'progressive trance', 'punk', 'punk pop', 'rap metal', 'reggae', 'rock', 'screamo', 'shoegaze', 'singer-songwriter', 'slow core', 'synthpop', 'tech house', 'trance', 'trip hop', 'underground hip hop']","Austin, TX",30.2676,-97.74298,145,2004
SOKUCKC12A8C1315C4,TRBFHCP128F4265101,Badrock City,Big Audio Dynamite,"['80s', '90s', 'alternative', 'alternative dance', 'alternative rock', 'big beat', 'breakbeat', 'british', 'dance', 'dance rock', 'dance-punk', 'downtempo', 'dub', 'ebm', 'electro', 'electronic', 'electronica', 'european', 'funk', 'hip hop', 'house', 'indie', 'indie rock', 'male vocalist', 'modern rock', 'nederland', 'new beat', 'new wave', 'oldies', 'pop', 'pop rock', 'progressive rock', 'punk', 'rap', 'reggae', 'rock', 'rockabilly', 'ska', 'synthpop', 'techno', 'united states', 'world']","London, England",51.50632,-0.12714,125,1986
SOLHSSM12A6D4F97F4,TRBFHWD128F148D15D,Liquid Mercury,Jimmy Page,"['60s', '70s', '80s', '90s', 'acoustic', 'alternative rock', 'blues', 'blues-rock', 'british', 'british blues', 'british invasion', 'classic', 'classic rock', 'composer', 'country', 'electric blues', 'electronic', 'england', 'english', 'experimental', 'film music', 'folk', 'folk rock', 'freakbeat', 'germany', 'guitar', 'guitar virtuoso', 'hard rock', 'heavy metal', 'instrumental', 'instrumental rock', 'jazz', 'male vocalist', 'metal', 'new wave', 'progressive rock', 'psychedelic', 'psychedelic rock', 'rock', ""rock 'n roll"", 'soundtrack', 'symphonic rock', 'synthpop', 'world']","Heston, Middlesex, England",51.4855,-0.37196,150,1988
SOPPWUZ12AB0180E3C,TRBFHUS128F932F7BE,I Know Where I Am Now,Jake Hess,"['60s', 'acoustic', 'american', 'christian', 'country gospel', 'gospel', 'grammy winner', 'r&b', 'southern', 'southern gospel', 'spiritual', 'tennessee', 'traditional gospel']",Tennessee,35.83073,-85.97874,100,2004
SOCLRHR12A8C134808,TRBFHRA128F424D28A,Chicago Bound Blues,Bessie Smith,"['alternative rock', 'american', 'ballad', 'blues', 'blues-rock', 'chicago blues', 'chill-out', 'classic female blues', 'cool jazz', 'country blues', 'delta blues', 'disco', 'electric blues', 'electro', 'electronic', 'female vocalist', 'folk', 'folk rock', 'free jazz', 'hard bop', 'hard rock', 'harmonica blues', 'hip hop', 'house', 'italian disco', 'jazz', 'louisiana blues', 'oldies', 'piano blues', 'piedmont blues', 'pop', 'pop rap', 'pop rock', 'r&b', 'ragtime', 'rock', 'singer-songwriter', 'ska', 'smooth jazz', 'soft rock', 'soul jazz', 'soundtrack', 'swing', 'techno', 'texas blues', 'vaudeville', 'vocal', 'vocal jazz']","Chattanooga, TN",35.04644,-85.30946,71,1991
SOGLHIC12A6BD56BBF,TRBFYIZ128EF34C3C7,Fear Factor (Shiny Happy Jihad),Joe Rogan,"['comedian', 'comedy', 'comedy central', 'funny', 'humorous', 'new jersey', 'newark', 'rock', 'spoken word', 'stand-up comedy', 'united states']","Newark, NJ",40.73197,-74.17418,58,2007
SOZLTQI12AB018143A,TRBFJMI128F92E535C,Private Dancer,Heavy D,"['90s hip hop', 'acid jazz', 'ballad', 'breakbeat', 'broken beat', 'dancehall', 'deep house', 'electronic', 'euro-house', 'europop', 'freestyle', 'funk soul', 'gangsta', 'garage house', 'germany', 'hip hop', 'house', 'italian dance', 'italy', 'jamaica', 'jamaican', 'jazz', 'mount vernon', 'new jack swing', 'new york', 'pop', 'pop rap', 'pop rock', 'r&b', 'rap', 'reggae', 'rock', 'soul', 'soundtrack', 'techno', 'trip hop', 'united states', 'urban', 'west indies', 'world music']","Jamaica, West Indies",18.11526,-77.27348,153,2008
SODBRVA12AF72ACA09,TRBFJOE128F9326B03,Michael Nobody aka Poetic Death,Snowgoons,"['alternative rap', 'american', 'babygrande', 'beat', 'beats', 'black', 'boston', 'brooklyn', 'death metal', 'deep', 'dj', 'east coast rap', 'european', 'gangster rap', 'german', 'german hip hop', 'germany', 'hardcore', 'hardcore hip hop', 'hardcore rap', 'hip hop', 'instrumental', 'instrumental hip hop', 'los angeles', 'old school', 'philadelphia', 'producer', 'rap', 'remix', 'rock', 'switzerland', 'turnablism', 'underground', 'underground hip hop', 'underground rap', 'united states']","Karlsruhe, Germany",49.01037,8.4092,81,2009
SOOIBOK12A58A7ACC6,TRBFJKU12903CEDB0C,22 Going On 23,Butthole Surfers,"['alternative', 'american underground', 'art rock', 'bootleg', 'california', 'classic', 'college rock', 'electronic', 'electronica', 'experimental', 'folk', 'funny', 'guitar', 'hardcore', 'heavy', 'heavy metal', 'indie', 'metal', 'noise', 'noise rock', 'piano', 'pop', 'psychedelia', 'psychedelic', 'punk', 'rock']","San Antonio, TX",29.42449,-98.49462,146,1987
SOYOTEG12A8C1388DB,TRBFVEP128F42621E3,World Comes Tumblin' Down,The Distillers,"['alternative', 'alternative pop rock', 'california', 'drums', 'fast', 'female', 'grunge', 'guitar', 'hardcore', 'hardcore punk', 'indie', 'punk', 'punk revival', 'raw', 'rock', 'street punk']","L.A 	California, Estados Unidos ",37.16793,-95.84502,178,2000
SOSBPUO12A58291CF2,TRBFAWM128E0785A59,Transmission (Album Version),Static-X,"['aggressive', 'alternative', 'death metal', 'guitar', 'heavy', 'heavy metal', 'industrial', 'industrial metal', 'metal', 'nu metal', 'original', 'political', 'rap', 'raw', 'rock', 'soundtrack', 'thrash metal', 'united states', 'video game music']",Alabama,32.61436,-86.68073,85,2003
SOHQECR12A8C133DDA,TRBFAMN128F42367B5,Deep Blue,Dave Eggar,"['ambient', 'angry', 'beautiful', 'cello', 'cinematic', 'classical', 'contemporary', 'contemporary instrumental', 'dark', 'electronic', 'emotional', 'healing', 'instrumental', 'meditation', 'new age', 'new york', 'opera', 'pianist', 'piano', 'powerful', 'relax', 'rock', 'slow', 'solo', 'soul', 'soulful', 'world reggae']",California - LA,34.05349,-118.24532,150,2005
SOXHWKH12AB0184221,TRBFAHF128F42A1F03,Cycle Time,Liars,"['ambient', 'art punk', 'dance-punk', 'drone', 'electro', 'electronic', 'experimental', 'experimental rock', 'funk', 'garage rock', 'guitar', 'hard rock', 'heavy', 'indie', 'indie rock', 'industrial', 'new wave', 'noise', 'noise rock', 'pop', 'punk', 'rock', 'shoegaze', 'strange']",LA / NYC,34.05349,-118.24532,130,2007
SOJCSXO12A8C13A80B,TRBFTJP128F426AC3F,Music In Dreamland,Be Bop Deluxe,"['70s', '80s', 'album rock', 'alternative rock', 'art rock', 'belgium', 'blues-rock', 'british', 'british pop', 'canada', 'classic rock', 'electronic', 'england', 'english', 'experimental', 'freak zone', 'garage rock', 'glam', 'glam rock', 'guitar', 'hard rock', 'japan', 'male vocalist', 'new wave', 'pop', 'pop punk', 'pop rock', 'power pop', 'progressive', 'progressive rock', 'protopunk', 'psychedelic rock', 'punk', 'rock', ""rock 'n roll"", 'sophisticated', 'sweden', 'synthpop', 'united states']",England,52.88356,-1.97406,127,1975
SOPJFDO12A8C139B94,TRBFKOK128F42662E6,Red Gun,The Forms,"['alternative rock', 'american', 'brooklyn', 'experimental pop', 'folk rock', 'indie', 'indie rock', 'math rock', 'new york', 'rock', 'sxsw 2007', 'woxy']","Brooklyn, New York",40.65507,-73.94888,109,2007
SOIJCNT12A8C133677,TRBFKHT128F427215E,I Want You,Sophie B. Hawkins,"['70s', '80s', '90s', 'adult contemporary', 'alternative', 'alternative rock', 'american', 'ballad', 'beautiful', 'chill-out', 'downtempo', 'easy listening', 'electronic', 'european', 'female', 'female vocalist', 'female vocals', 'house', 'indie', 'indie pop', 'instrumental rock', 'melancholia', 'nederland', 'new york', 'oldies', 'party music', 'pop', 'pop rock', 'relax', 'rock', ""rock 'n roll"", 'singer-songwriter', 'soft', 'soft rock', 'soul', 'synthpop', 'united states', 'urban', 'vocal', 'vocal jazz']","New York, NY [Manhattan]",40.79086,-73.96644,98,1992
SOMPKZM12A8C13F8B4,TRBFKON128F4296A52,Ride Out Dip,Crucial Conflict,"['90s', 'chicago', 'chill-out', 'conscious', 'gangsta', 'gangster rap', 'hardcore hip hop', 'hardcore rap', 'hip hop', 'midwest hip hop', 'midwest rap', 'one hit wonder', 'pop rap', 'rap', 'united states', 'urban']","Chicago, IL",41.88415,-87.63241,148,2008
SOLWVPV12A8C136FC7,TRBFOEA128F425D2DB,Soda Pop,John Fogerty,"['american trad rock', 'americana', 'blues', 'classic', 'country', 'cover', 'guitar', 'heartland rock', 'instrumental', 'political', 'pop', 'rock', 'rockabilly', 'roots', 'roots rock', 'singer', 'song writer', 'vocal']","Berkeley, CA",37.8695,-122.2705,105,1986
SOQAFSW12A67021430,TRBIBTE128E078E882,Start!,The Jam,"['70s', '80s', 'british', 'british pop', 'british punk rock', 'england', 'indie', 'mod', 'mod revival', 'new wave', 'pop punk', 'power pop', 'punk', 'rock', 'soul']","Woking, Surrey, England",51.31476,-0.56623,144,1980
SOWWOFM12A6D4F82F0,TRBIBOJ128F14618D4,Hard Hitters,Dilated Peoples Featuring Black Thought,"['00s', '90s', 'aggressive', 'alternative', 'alternative hip hop', 'alternative rap', 'american', 'beats', 'california', 'chill-out', 'east coast rap', 'electronic', 'electronica', 'energetic', 'funk', 'hip hop', 'indie', 'indie hip hop', 'instrumental', 'jazz', 'jazz hip hop', 'los angeles', 'mellow', 'new york', 'old school', 'r&b', 'rap', 'rock', 'smooth', 'trip hop', 'turnablism', 'underground', 'underground hip hop', 'underground rap', 'united states', 'urban', 'west coast', 'west coast rap']","Los Angeles, California",34.05349,-118.24532,87,2001
SOBPQVV12A8C13BE51,TRBIBVM128F4262E9D,Are You Happy (Album Version),Drop Dead_ Gorgeous,"['denver', 'hardcore', 'heavy metal', 'high school', 'lyrics', 'metal', 'original', 'post-hardcore', 'producer', 'punk metal', 'rock', 'screamo']","Denver, Colorado",41.52493,-88.08459,200,2006
SOPLYEI12AB0181C03,TRBICPL128F9303BB0,In Your Dreams,Justo Almario,"['brazilian jazz', 'contemporary instrumental', 'disco', 'downtempo', 'electronic', 'ethnic fusion', 'free jazz', 'funk soul', 'fusion', 'germany', 'hard trance', 'house', 'hymns', 'instrumental', 'jazz', 'jazz funk', 'jazzdance', 'latin', 'latin jazz', 'progressive trance', 'smooth jazz', 'soul', 'soul jazz', 'spain', 'spiritual', 'tech house', 'techno', 'world fusion']",California - LA,34.05349,-118.24532,217,1995
SOKASWV12AB01857B5,TRBICVB128F9326B65,Night Falls (The Weight Of It),Strata,"['00s', '80s', '90s', 'alternative', 'alternative metal', 'alternative rock', 'american', 'california', 'classic rock', 'country', 'doom metal', 'drum and bass', 'electronic', 'emo', 'emocore', 'experimental', 'garage rock', 'grunge', 'hard rock', 'indie', 'indie pop', 'indie rock', 'industrial metal', 'jungle music', 'melodic death metal', 'melodic metal', 'metal', 'metalcore', 'modern rock', 'nu metal', 'oldies', 'pop rock', 'post rock', 'post-grunge', 'post-hardcore', 'progressive rock', 'punk', 'rock', 'screamo', 'southern rock', 'thrash metal', 'united states', 'video game music']","Campbell, CA",37.28848,-121.94486,126,2007
SOOJXKD12A58A7AB3C,TRBICWI128F4234787,It Hurts Me Too,Jeremy Spencer,"['album rock', 'alternative rock', 'blues', 'blues-rock', 'british', 'british blues', 'cathartic', 'confident', 'earthy', 'england', 'european', 'gramusels bluesrock', 'guitar', 'guitar blues', 'male vocalist', 'modern electric blues', 'organic', 'poignant', 'pop', 'pop rock', 'rock', ""rock 'n roll"", 'rousing', 'slide', 'united states', 'vocal', 'wistful']","West Hartlepool, England",54.6904,-1.2323,92,2006
SOPHKAI12AB018873D,TRBIIJY12903CE4755,Ten Thousand Angels,Mindy McCready,"['90s', '90s country', 'american', 'connecticut', 'contemporary country', 'country', 'country divas', 'country female', 'country pop', 'ctt', 'diva', 'female', 'female country', 'female vocalist', 'folk', 'new traditionalist country', 'north america', 'pop', 'pop country', 'rock', 'talented ladies']","Fort Meyers, FL",27.9758,-81.54106,101,1996
SOBUUYV12A58A7DA27,TRBIJIA128F425F57D,The Forgotten Lands,David Arkenstone,"['00s', '80s', '90s', 'acoustic', 'alternative', 'ambient', 'american', 'art rock', 'blues', 'breakbeat', 'caribbean', 'celtic', 'chill-out', 'classic rock', 'classical', 'country', 'downtempo', 'easy listening', 'electro', 'electronic', 'electronica', 'experimental', 'folk', 'folk rock', 'fusion', 'future jazz', 'hard rock', 'house', 'industrial', 'instrumental', 'irish folk', 'japanese', 'jazz', 'lounge', 'meditation', 'new age', 'pop', 'pop rock', 'psychedelic', 'psychedelic rock', 'rock', 'smooth jazz', 'soft rock', 'soundtrack', 'trance', 'trip hop', 'world', 'world music']",Tennessee,35.83073,-85.97874,142,1996
SOAYONI12A6D4F85C8,TRBIJNF128F14815A7,The Wonderful World Of The Young,Danny Williams,"['60s', 'ballad', 'blues', 'chanson', 'classic rock', 'country', 'disco', 'downtempo', 'easy listening', 'electronic', 'folk', 'funk soul', 'hip hop', 'jazz', 'latin', 'male', 'male vocalist', 'nederland', 'northern soul', 'oldies', 'pop', 'pop rock', 'pop soul', 'reggae', 'rock', 'smooth jazz', 'soul', 'south africa', 'swing', 'synthpop', 'vocal', 'vocal pop', 'world']","Port Elizabeth, South Africa",-33.96243,25.62326,77,1998
SOVMTAW12A8C13B071,TRBIJLT12903CE7070,God Don't Never Change,Blind Willie Johnson,"['abstract', 'acoustic', 'acoustic blues', 'alternative rock', 'american', 'bluegrass', 'blues', 'blues-rock', 'cajun', 'chicago blues', 'classic blues', 'country', 'country blues', 'delta blues', 'electric blues', 'electronic', 'experimental', 'folk', 'folk rock', 'gospel', 'guitar', 'jazz', 'late night', 'louisiana blues', 'male vocalist', 'old school', 'oldies', 'pop rock', 'psychedelic rock', 'ragtime', 'religious music', 'rock', 'shaman', 'singer', 'slide', 'smooth jazz', 'spiritual', 'terror', 'texas', 'texas blues', 'united states', 'world']","Marlin, TX",31.30627,-96.89774,96,1989
SOQSJJL12AC46874BC,TRBIJES12903CF5B12,Harboring An Apparition,Mouth Of The Architect,"['00s', 'alternative metal', 'ambient', 'american', 'art rock', 'artcore', 'avant-garde', 'beautiful', 'brooding', 'doom metal', 'doomcore', 'drone', 'emotional', 'epic', 'experimental', 'grindcore', 'hardcore', 'heavy', 'hypnotic', 'indie', 'instrumental', 'metal', 'ohio', 'post rock', 'post-hardcore', 'progressive', 'progressive metal', 'rock', 'sludge', 'sludge metal', 'soundscape', 'stoner', 'stoner metal', 'stoner rock', 'united states']","Dayton, OH",39.75911,-84.19444,125,2006
SOLXXPY12A67ADABA0,TRBIJMU12903CF892B,The Hanged Man,Moonspell,"['acoustic', 'acoustic guitar', 'bass', 'beats', 'black', 'black metal', 'dark', 'dark metal', 'death metal', 'doom metal', 'golden oldies', 'gothic', 'gothic metal', 'grind', 'group', 'guitar', 'guitarist', 'heavy metal', 'influential', 'international', 'lyrical', 'lyrics', 'melodic', 'metal', 'moody', 'oldies', 'percussion', 'producer', 'rock', 'sexy', 'singer', 'stand-up comedy', 'sympho black metal', 'vocal', 'voice']",Portugal,39.55792,-7.84481,140,1998
SOEAXUV12A6D4F8FA2,TRBIAHA128F42A4C9B,This Is Not A Love Song,Public Image Ltd,"['70s', '80s', 'alternative', 'alternative dance', 'alternative pop rock', 'alternative rock', 'art rock', 'avant-garde', 'british', 'british pop', 'chill-out', 'classic rock', 'classical', 'college rock', 'dance', 'dance rock', 'dance-punk', 'dub', 'electronic', 'england', 'experimental', 'experimental rock', 'garage rock', 'gothic', 'hard rock', 'indie', 'indie rock', 'industrial', 'madchester', 'metal', 'new wave', 'noise', 'noise rock', 'pop', 'post rock', 'progressive', 'progressive rock', 'psychedelic', 'psychobilly', 'punk', 'rock', 'ska', 'soundtrack']","London, England",51.50632,-0.12714,127,1983
SOPGYHQ12A8AE47B30,TRBIGRY128F42597B3,All About Our Love,Sade,"['acoustic', 'adult contemporary', 'beautiful', 'classic', 'country', 'cover', 'diva', 'female', 'funk', 'gospel', 'groove', 'grunge', 'guitar', 'jazz', 'latin', 'male', 'melancholia', 'mellow', 'original', 'pop', 'quiet', 'quiet storm', 'reggae', 'rock', 'sad', 'singer', 'smooth', 'soft', 'sophisticated', 'soul', 'soulful', 'soundtrack', 'swing', 'urban', 'vocal', 'vocalist', 'voice']","Ibadan, Nigeria",7.37884,3.89527,162,2000
SOOIAGM12AB01862C7,TRBIGOC12903CC4FDF,Class Clown/Good Old Days (Reprise),Owsley,"['00s', '90s', 'alternative', 'alternative pop', 'alternative rock', 'beatlesque', 'british pop', 'indie', 'indie rock', 'lo-fi', 'male vocalist', 'melodic', 'modern rock', 'nashville', 'pop', 'pop rock', 'power pop', 'rock', ""rock 'n roll"", 'singer-songwriter', 'tennessee', 'united states', 'up beat']",Tennessee,35.83073,-85.97874,96,1999
SOVZNGE12AAF3B1E2A,TRBIGUJ128F92D674F,Leave My Kitten Alone,Little Willie John,"['afrobeat', 'ballad', 'beach music', 'blues', 'blues-rock', 'bolero', 'boogaloo', 'bossa nova', 'brass band', 'brazilian pop music', 'calypso', 'chanson', 'country rock', 'deep house', 'disco', 'doo-wop', 'downtempo', 'dub', 'folk rock', 'funk', 'garage rock', 'hard bop', 'hard rock', 'hip hop', 'jazz', 'kraut rock', 'latin jazz', 'neo soul', 'oldies', 'pop', 'pop rock', 'psychedelic rock', 'psychobilly', 'r&b', 'reggae', 'rock', ""rock 'n roll"", 'rock steady', 'rockabilly', 'roots reggae', 'rumba', 'samba', 'smooth jazz', 'soft rock', 'soul', 'soul jazz', 'soundtrack', 'tango', 'tech house', 'trip hop']","Cullendale, AR",33.53584,-92.82984,106,1991
SONZEZC12A8C14580B,TRBIGTG128F92EDBAC,Baby_ I'm Your Man,Kevin Max,"['00s', 'alternative', 'alternative rock', 'american', 'art rock', 'british pop', 'california', 'ccm', 'chill-out', 'christian', 'christian hip hop', 'christian rock', 'christmas music', 'contemporary christian', 'emusic', 'europop', 'experimental', 'female vocalist', 'gospel', 'grunge', 'hard rock', 'indie', 'indie pop', 'indie rock', 'jazz', 'jazz piano', 'los angeles', 'male vocalist', 'metal', 'michigan', 'modern rock', 'poetry', 'pop', 'pop rock', 'progressive', 'punk', 'radio', 'rock', 'singer-songwriter', 'soundtrack', 'spiritual']","LOS ANGELES, CALIFORNIA",34.05349,-118.24532,88,2008
SOQLKYX12A8C13A7AB,TRBIEXO128F429233D,Near You,Floyd Cramer,"['60s', 'ambient', 'americana', 'ballad', 'blues', 'chanson', 'christmas music', 'classic', 'classic country', 'classic rock', 'contemporary jazz', 'country', 'country pop', 'country rock', 'disco', 'easy listening', 'electronic', 'europop', 'folk', 'germany', 'guitar virtuoso', 'honky tonk', 'instrumental', 'instrumental pop', 'jazz', 'latin', 'los angeles', 'lounge', 'nashville sound', 'oldies', 'piano', 'pop', 'pop rock', 'rock', ""rock 'n roll"", 'rockabilly', 'romantic', 'samba', 'skiffle', 'soft rock', 'soul', 'soul jazz', 'soundtrack', 'swing', 'synthpop', 'united states', 'vocal', 'world']","Samti, LA",37.59791,69.86799,84,1964
SOSIDUF12AC468D60B,TRBHXSQ12903D0967F,Thrill Pistol,Tigertailz,"['80s', '80s hair metal', '80s rock', '90s', 'alternative rock', 'ambient', 'british', 'british rock', 'classic rock', 'cock rock', 'downtempo', 'electronic', 'french', 'gaycore', 'glam', 'glam metal', 'glam rock', 'hair and glam metal', 'hair metal', 'hair rock', 'hard rock', 'heavy metal', 'melodic rock', 'metal', 'queen', 'rock', ""rock 'n roll"", 'sleaze', 'sleaze glam', 'sleaze rock', 'thrash metal', 'united states', 'wales', 'welsh']","Cardiff, Wales",51.48126,-3.18067,134,2007
SONSCMZ12A6D4F6EE9,TRBHZNF128F14989FE,(The Best Part Of) Breakin' Up,The Ronettes,"['60s', 'all-female', 'alternative', 'american', 'beautiful', 'brill building pop', 'british pop', 'chill-out', 'classic rock', 'country', 'doo-wop', 'dream pop', 'electronic', 'female', 'female vocalist', 'female vocals', 'folk', 'germany', 'indie', 'indie rock', 'motown', 'new york', 'northern soul', 'oldies', 'pop', 'pop rock', 'post rock', 'punk', 'r&b', 'rock', ""rock 'n roll"", 'rock steady', 'rockabilly', 'singer-songwriter', 'soul', 'soundtrack', 'synthpop', 'trip hop', 'united states', 'vocal']","New York, NY",40.71455,-74.00712,107,1964
SOHUKRD12A58A797C3,TRBHZGF128F93576EF,Red Sails In The Sunset,Arthur Tracy,"['30s', '40s', 'american', 'ballad', 'big band', 'italy', 'jazz', 'pop', 'russia', 'vaudeville', 'world reggae']","Kamenetz-Podolsk, Moldavia",46.97933,28.39131,104,1993
SOBVTWE12AB01872C8,TRBHMYW128F93086FE,Happy Safari,Bert Kaempfert,"['60s', '70s', 'ambient', 'ballad', 'big band', 'blues', 'chanson', 'chill-out', 'classic rock', 'country rock', 'disco', 'doo-wop', 'downtempo', 'easy listening', 'electronic', 'europop', 'experimental', 'funk', 'german', 'german pop', 'germany', 'instrumental', 'jazz', 'jazz funk', 'latin', 'latin jazz', 'lounge', 'male', 'mellow', 'oi', 'oldies', 'orchestra', 'orchestral pop', 'pop', 'pop rock', 'punk', 'reggae', 'rock', 'roots reggae', 'samba', 'ska', 'soft rock', 'soul', 'soul jazz', 'soundtrack', 'space age pop', 'swing', 'vocal']","Hamburg, Germany",53.55334,9.99245,139,1997
SOQAZYX12AB0182724,TRBHMCT128F932C2C2,Separate Ways,Agnostic Front,"['classic', 'crossover', 'fast', 'hardcore', 'hardcore punk', 'heavy', 'heavy metal', 'metal', 'new york', 'political', 'punk', 'punk metal', 'rock', 'skinhead', 'thrash metal']","New York, NY",40.71455,-74.00712,88,2002
SOCSUYP12A58A79438,TRBHUOU128F423625E,Long Lonesome Blues,Blind Lemon Jefferson,"['acoustic', 'acoustic blues', 'acoustic guitar', 'alternative', 'american', 'bluegrass', 'blues', 'cajun', 'chicago blues', 'chill-out', 'classic blues', 'classic rock', 'country', 'country blues', 'delta blues', 'emo', 'field recording', 'folk', 'funk', 'gospel', 'guitar', 'guitar gods', 'guitar virtuoso', 'instrumental', 'italy', 'japan', 'jazz', 'louisiana blues', 'male', 'male vocalist', 'mellow', 'new zealand', 'oldies', 'ragtime', 'smooth jazz', 'solo', 'soul', 'texas', 'texas blues', 'traditional', 'world', 'world music']","Couchman, TX",31.1689,-100.07715,100,1926
SOPYTWT12A6310EEF5,TRBHUBB128E0782209,No Reply (Demo),Buzzcocks,"['70s', '90s', 'british', 'british punk rock', 'classic', 'cover', 'electronic', 'energetic', 'england', 'epic', 'experimental', 'funny', 'group', 'guitar', 'indie', 'indie rock', 'metal', 'new wave', 'political', 'pop', 'pop punk', 'power pop', 'punk', 'punk pop', 'rock', 'united states']",London / Ex-Manchester,51.50632,-0.12714,178,2008
SOPWTDE12A8C143C71,TRBHDIU128F92E49B7,Javalon,Constance Demby,"['abstract', 'acid jazz', 'ambient', 'beautiful', 'brazil', 'california', 'chill-out', 'contemporary instrumental', 'deep house', 'downtempo', 'electro', 'electronic', 'ethnic fusion', 'experimental', 'folk rock', 'healing', 'instrumental', 'japan', 'jazz', 'meditation', 'minimal', 'modern classical', 'neoclassical', 'new age', 'progressive electronic', 'progressive rock', 'psychedelic rock', 'rock', 'space music', 'spiritual', 'synthpop', 'tribal', 'united states']",California - SF,37.77916,-122.42005,85,1989
SOIFTWG12AF72A1F55,TRBHDLD128F146A756,Junk,Photek,"['acid jazz', 'alternative', 'alternative rock', 'ambient', 'big beat', 'breakbeat', 'breakcore', 'broken beat', 'chill-out', 'dance', 'deep house', 'downtempo', 'drum and bass', 'dub', 'electro', 'electronic', 'electronica', 'experimental', 'funk', 'future jazz', 'hard house', 'hard trance', 'hip hop', 'house', 'illbient', 'indie', 'indie rock', 'indietronica', 'instrumental', 'intelligent dance music', 'jungle music', 'minimal', 'new beat', 'pop', 'pop rock', 'progressive house', 'progressive trance', 'reggae', 'rock', 'roots reggae', 'shoegaze', 'soundtrack', 'tech house', 'techno', 'trance', 'tribal house', 'trip hop']","Ipswich, England",52.05777,1.14378,115,2000
SOLPKNI12A8C13CA50,TRBHPGG128F428C972,Loud Up!!,The Mad Capsule Markets,"['alternative metal', 'alternative rock', 'ambient', 'big beat', 'breakcore', 'british pop', 'dance', 'digital hardcore', 'downtempo', 'drum and bass', 'dub', 'electro', 'electronic', 'electronica', 'emo', 'folk rock', 'garage rock', 'hard rock', 'hardcore', 'heavy metal', 'indie', 'indie rock', 'industrial', 'industrial metal', 'industrial rock', 'j pop', 'japan', 'jrock', 'jungle music', 'metal', 'metalcore', 'nu metal', 'pop', 'pop rock', 'post rock', 'power electronics', 'power pop', 'punk', 'rhythm noise', 'rock', 'singer-songwriter', 'ska', 'synth punk', 'techno', 'trip hop']",JP,37.4876,139.83829,171,2004
SOCWKZV12AB018A943,TRBHPLS12903CB0FE6,Everybody,Goose,"['acoustic', 'alternative', 'alternative rock', 'ambient', 'belgium', 'classic rock', 'club', 'dance', 'dance rock', 'dance-punk', 'dark ambient', 'electro', 'electro rock', 'electroclash', 'electronic', 'electronica', 'electropop', 'european', 'experimental', 'french', 'glam rock', 'groove', 'hip hop', 'indie', 'indie rock', 'indietronica', 'industrial', 'modern rock', 'new rave', 'noise', 'ohio', 'party music', 'pop', 'pop rock', 'post rock', 'rap', 'remix', 'rock', 'shoegaze', 'synth punk', 'techno', 'united states', 'up beat']",Ohio,40.19033,-82.66947,130,2006
SOUJKAH12A6701F2A5,TRBHPVP128E0785A51,Control It (Album Version),Static-X,"['aggressive', 'alternative', 'death metal', 'guitar', 'heavy', 'heavy metal', 'industrial', 'industrial metal', 'metal', 'nu metal', 'original', 'political', 'rap', 'raw', 'rock', 'soundtrack', 'thrash metal', 'united states', 'video game music']",Alabama,32.61436,-86.68073,144,2003
SOFIEJM12A8C141ABD,TRBHSJX128F42BAE98,Harmony,Jesse Malin,"['80s', 'acoustic', 'adult alternative', 'alternative', 'alternative country', 'alternative pop', 'alternative pop rock', 'alternative rock', 'american', 'americana', 'blues', 'chill-out', 'classic rock', 'country', 'country rock', 'folk', 'folk rock', 'girl rock', 'hard rock', 'indie', 'indie folk', 'indie pop', 'indie rock', 'japanese', 'jazz', 'lo-fi', 'mellow', 'metal', 'moody', 'new weird america', 'new york', 'pop', 'power pop', 'punk', 'rap', 'rock', 'rockabilly', 'singer-songwriter', 'space rock', 'swing', 'uk', 'urban folk']","Whitestone, Queens, NY",40.79263,-73.80817,139,2008
