ID,Title,Artist,Genres,Location,Latitude,Longitude,Tempo,Year
SOHZUGI12AB0188802,Crappy Shop (50 Cent Diss Track),Forensics,"['alternative metal', 'alternative rock', 'ambient', 'dark ambient', 'dubstep', 'electronic', 'experimental', 'folk rock', 'grime', 'hardcore', 'metal', 'pop', 'post-hardcore', 'punk', 'rock', 'screamo', 'spain', 'underground', 'virginia']",UK - England - London,,,97,0
SOAKFMO12AB017DE84,Way Way Back,Kool Moe Dee,"['80s', 'american', 'ballad', 'blues', 'blues-rock', 'breakbeat', 'classic rock', 'delta blues', 'disco', 'downtempo', 'east coast rap', 'electro', 'electronic', 'folk rock', 'freestyle', 'funk', 'gangsta', 'germany', 'heavy metal', 'hip hop', 'hip house', 'house', 'italian disco', 'jazz', 'jive', 'nederland', 'new wave', 'new york', 'old school', 'old school hip hop', 'parody', 'piano blues', 'pop', 'pop rap', 'pop rock', 'punk', 'r&b', 'rap', 'reggae', 'rock', 'ska', 'soul', 'soundtrack', 'synthpop', 'united states', 'vocal']","Harlem, New York, NY",40.8079,-73.9454,110,1987
SODHTHF12AB0184F53,Ebb Tide,Tony Martin,"['40s', '50s', '80s', 'alternative rock', 'blues', 'blues-rock', 'california', 'classic rock', 'comedian', 'comedy', 'country', 'doom metal', 'ebm', 'electronic', 'experimental', 'flamenco', 'german pop', 'hair metal', 'hard n heavy', 'hard rock', 'heavy metal', 'hip hop', 'honky tonk', 'hyphy', 'industrial', 'italy', 'jazz vocal', 'latin', 'minimal', 'new wave', 'noise', 'northern soul', 'pop', 'pop rock', 'power metal', 'punk', 'radio', 'rap', 'rock', 'show tunes', 'swing', 'synthpop', 'techno', 'traditional pop', 'vocal']","Oakland, CA",37.80506,-122.27302,81,0
SOBVERW12AAF3B56C0,Silent Night_ Holy Night! (Album Version),Faith Hill,"['adult contemporary', 'classic', 'contemporary country', 'country', 'country music', 'country pop', 'crossover', 'diva', 'female', 'inspirational', 'pop', 'pretty', 'rock', 'singer', 'vocalist']","Jackson, MS",,,38,2008
SOWHFID12A8C133F6B,This Little Child (Brown),Scott Wesley Brown,"['alternative', 'christian', 'contemporary christian', 'gospel', 'inspirational', 'modern rock', 'praise', 'r&b', 'rock', 'traditional gospel', 'worship music']",Atlanta Georgia USA,33.74831,-84.39111,112,0
SOKWAIM12A8C137350,Africa,Dusminguet,"['accordion', 'africa', 'alternative', 'barcelona', 'castellano', 'catalan', 'catalonia', 'cumbia', 'dub', 'ethnic', 'folk', 'folk rock', 'fusion', 'indie', 'latin', 'latina', 'mestizaje', 'mestizo', 'nacional', 'patchanka', 'pop', 'punk', 'reggae', 'rock', 'rock en espanol', 'rumba', 'ska', 'spain', 'spanish', 'world music']",,,,106,1998
SOWIEEH12AC468C6C1,Spanish Fly,Fudge Tunnel,"['alternative', 'alternative metal', 'alternative punk rock', 'alternative rock', 'british', 'british metal', 'deathrock', 'doom metal', 'electronic', 'england', 'english', 'experimental', 'funk metal', 'grind', 'grindcore', 'groove metal', 'grunge', 'hard rock', 'hardcore', 'heavy', 'heavy metal', 'industrial', 'industrial metal', 'industrial rock', 'math rock', 'metal', 'noise', 'noise core', 'noise rock', 'nottingham', 'post-hardcore', 'progressive metal', 'punk', 'rock', 'sludge', 'sludge core', 'sludge metal', 'speed metal', 'stoner metal', 'stoner rock', 'sub pop records', 'thrash metal', 'united states']",Nottingham,52.94922,-1.14392,141,1991
SOAEHWD12A58A7E36C,Metamorphosis,Amoral,"['00s', 'abstract', 'black metal', 'brutal death metal', 'death metal', 'death/thrash metal', 'doom metal', 'electro', 'electronic', 'emo', 'finish', 'finnish heavy metal', 'glam metal', 'gothic metal', 'hard rock', 'hardcore', 'heavy metal', 'industrial', 'instrumental', 'melodic', 'melodic death metal', 'melodic metal', 'metal', 'metalcore', 'nu metal', 'pop rock', 'power metal', 'progressive', 'progressive death metal', 'progressive metal', 'psychedelic', 'rock', 'speed metal', 'tech metal', 'technical', 'technical death metal', 'techno', 'thrash metal', 'trance', 'trash metal']","Helsinki, Finland",60.17116,24.93258,130,2001
SOGEIFG12AB018E42D,Southern Fried,DJ Nasty,"['acid house', 'bass', 'bass music', 'bounce', 'breakbeat', 'breakcore', 'detroit', 'drum and bass', 'electro', 'electronic', 'electronica', 'experimental', 'freestyle', 'french', 'gabba', 'gangsta', 'ghetto tech', 'glitch', 'hip hop', 'hong kong', 'house', 'italian disco', 'italy', 'jungle music', 'miami', 'rap', 'spain', 'techno', 'united states']",,,,150,0
SOTNWCI12AAF3B2028,The Way I Loved You,Taylor Swift,"['acoustic', 'acoustic guitar', 'ballad', 'contemporary country', 'country', 'country music', 'country pop', 'female', 'female artist', 'guitar', 'pop', 'powerful', 'rock', 'romantic', 'singer', 'song writer', 'soundtrack', 'vocal', 'vocalist']","Wyomissing, PA",,,161,2008
SOEKGVX12AC39275FD,Givin' My Love,Clay Crosse,"['90s', 'acoustic', 'alternative rock', 'art rock', 'ballad', 'ccm', 'christian', 'christian pop', 'christian soul', 'christmas music', 'contemporary christian', 'country rock', 'funk soul', 'gospel', 'hip hop', 'holiday', 'inspirational', 'instrumental', 'jazz', 'male vocalist', 'pop', 'pop rap', 'pop rock', 'praise', 'praise & worship', 'r&b', 'rock', 'soul', 'soulful', 'vocal', 'worship music']",Tennessee,,,143,0
SOCYSYD12AAF3B2F7B,Sheds And Weeds (Barracos E Arbustos),José Roberto Bertrami,"['acid jazz', 'bossa nova', 'brazil', 'brazilian', 'brazilian funk', 'brazilian jazz', 'brazilian pop music', 'broken beat', 'cool jazz', 'downtempo', 'easy listening', 'electronic', 'funk', 'funk soul', 'fusion', 'future jazz', 'jazz', 'jazz funk', 'jazz rock', 'latin', 'samba', 'smooth jazz', 'united states']",,,,103,0
SOUCKDH12A8C138FF5,Don't Panic,Coldplay,"['acoustic', 'alternative', 'alternative rock', 'beautiful', 'british pop', 'funk', 'guitar', 'heavy', 'indie', 'indie rock', 'instrumental', 'male', 'mellow', 'piano', 'piano rock', 'pop', 'psychedelic', 'rock', 'singer']",,,,122,1999
SOIIQRB12A8C1349E9,Rock America,Danger Danger,"['80s', '80s hair metal', '80s metal', '80s rock', '90s', 'alternative rock', 'america', 'american', 'aor', 'arena rock', 'classic rock', 'cock rock', 'glam', 'glam metal', 'glam rock', 'hair and glam metal', 'hair band', 'hair metal', 'hair rock', 'hard rock', 'heavy metal', 'indie', 'male vocalist', 'melodic hard rock', 'melodic heavy metal', 'melodic rock', 'metal', 'new york', 'pop metal', 'pop rock', 'punk', 'queens', 'rock', 'screamo', 'sleaze', 'soft rock', 'thrash metal', 'united states']","Queens, NY",,,164,1989
SOCKHZY12A8C142F79,My Soul Is Gonna Live With God,Josh White,"['american', 'bebop', 'big band', 'bluegrass', 'blues', 'blues-rock', 'chicago blues', 'classic blues', 'cool jazz', 'country', 'country blues', 'delta blues', 'denmark', 'dixieland', 'folk', 'folk revival', 'folk rock', 'french', 'funk soul', 'gospel', 'groove', 'guitarist', 'jazz', 'lo-fi', 'louisiana blues', 'mississippi', 'old blues', 'piedmont blues', 'political folk', 'ragtime', 'rock', 'singer', 'smooth jazz', 'soul', 'southern soul', 'swing', 'texas blues', 'united states', 'world']","Greensboro, NC",36.06899,-79.7947,134,0
SOHEQWN12AB0183127,Wy Wouldn't I,Legacy Five,"['america', 'bass', 'california', 'christian', 'christian music', 'classic', 'country', 'country gospel', 'deep', 'gospel', 'group', 'house', 'london', 'piano', 'producer', 'quartet', 'r&b', 'roots', 'singer', 'smooth', 'solo', 'song writer', 'songs', 'soul', 'southern', 'southern gospel', 'spiritual', 'tennessee', 'tenor', 'traditional', 'traditional gospel', 'united states', 'up beat', 'voice', 'worship music']",Tennessee,35.83073,-85.97874,156,0
SOHMBBX12A58A7926C,Sleepwalker,Nightwish,"['acoustic', 'classic', 'classical', 'cover', 'emotional', 'epic', 'female', 'female fronted', 'female vocalist', 'female vocals', 'finish', 'folk', 'folk metal', 'gothic', 'gothic metal', 'guitar', 'heavy', 'heavy metal', 'instrumental', 'melodic', 'melodic metal', 'metal', 'orchestra', 'pop', 'power metal', 'progressive', 'progressive metal', 'rock', 'soundtrack', 'sympho black metal', 'symphonic', 'symphonic metal', 'vocal', 'vocalist']","Kitee, Finland",,,78,2000
SOYEPDE12A67ADCF1B,There Will Come A Day (Album Version),Faith Hill,"['adult contemporary', 'classic', 'contemporary country', 'country', 'country music', 'country pop', 'crossover', 'diva', 'female', 'inspirational', 'pop', 'pretty', 'rock', 'singer', 'vocalist']","Nashville, TN",,,154,2001
SODTWEQ12A8C140FDB,Go Now - Original,Dennis Brown,"['art rock', 'ballad', 'blues', 'calypso', 'chill-out', 'classic rock', 'dancehall', 'disco', 'downtempo', 'dub', 'easy listening', 'electro', 'electronic', 'emo', 'folk', 'folk rock', 'funk', 'future jazz', 'grindcore', 'heavy metal', 'hip hop', 'hip house', 'house', 'indie rock', 'jamaica', 'jazz', 'jungle music', 'lovers rock', 'mento', 'neo soul', 'new age', 'new wave', 'pop', 'pop rap', 'pop rock', 'punk', 'raga', 'reggae', 'rock', 'rock steady', 'roots reggae', 'ska', 'soca', 'soft rock', 'soul', 'soundtrack', 'thrash metal', 'visual kei', 'zouk']","Kingston, Jamaica",18.01571,-76.79731,158,0
SOJCZRX12A8C1342A8,Finding My Way,Stanley Clarke & George Duke,"['bass', 'funk', 'funky', 'funky jazz', 'fusion', 'groove', 'groovy', 'jazz', 'jazz bass', 'jazz funk', 'jazz fusion', 'jazz piano', 'jazz vocal', 'keyboard', 'r&b', 'smooth jazz', 'soul']",,,,132,1990
SOUWQYP12A8C1373F2,Exiliado En El Lavabo,Estopa,"['00s', 'alternative', 'alternative rock', 'ambient', 'arabic', 'brazilian pop music', 'catalan', 'classic rock', 'dance pop', 'downtempo', 'electronic', 'experimental', 'flamenco', 'folk', 'folk rock', 'fusion', 'guitar', 'international', 'latin', 'latin rock', 'latino', 'male vocalist', 'mexico', 'noise', 'patchanka', 'pop', 'pop rock', 'reggae', 'rhumba', 'rock', 'rock argentina', 'rock en espanol', 'rumba', 'soft rock', 'spain', 'spanish', 'spanish pop', 'spanish rock', 'united states', 'world', 'world music']",,,,143,1999
SOOYFUC12A8C13F122,Creepshow Remixes (Soul Of Man Mix),Plump DJs,"['abstract', 'afrobeat', 'alternative', 'ambient', 'big beat', 'breakbeat', 'broken beat', 'classical', 'dance', 'deep house', 'disco', 'downtempo', 'drum and bass', 'dub', 'electro', 'electronic', 'electronica', 'experimental', 'folk', 'funk', 'funk rock', 'future jazz', 'hard house', 'hard trance', 'hardcore', 'hip hop', 'house', 'industrial', 'intelligent dance music', 'jam band', 'nu breaks', 'pop', 'progressive', 'progressive house', 'progressive rock', 'progressive trance', 'psychedelic rock', 'rock', 'tech house', 'techno', 'trance', 'trip hop', 'uk garage', 'world']","London, England",51.50632,-0.12714,130,0
SOEZHBW12A8AE45C83,Comme Toi (Live),Jean-Jacques Goldman,"['80s', '90s', 'acoustic', 'alternative', 'ballad', 'blues-rock', 'canada', 'chanson', 'chanson francaise', 'composer', 'easy listening', 'electronic', 'emo', 'european', 'europop', 'folk', 'francophone', 'french', 'french pop', 'french rock', 'funk', 'guitar', 'guitar virtuoso', 'male', 'male vocalist', 'nederland', 'new beat', 'new wave', 'oldies', 'pop', 'pop rock', 'r&b', 'rock', 'rock francais', 'singer-songwriter', 'soft rock', 'soundtrack', 'synthpop', 'vocal', 'western', 'world']","Paris, France",48.85692,2.34121,121,1991
SOWEZBD12A6D4F8143,Sacred,Moonspell,"['acoustic', 'acoustic guitar', 'bass', 'beats', 'black', 'black metal', 'dark', 'dark metal', 'death metal', 'doom metal', 'golden oldies', 'gothic', 'gothic metal', 'grind', 'group', 'guitar', 'guitarist', 'heavy metal', 'influential', 'international', 'lyrical', 'lyrics', 'melodic', 'metal', 'moody', 'oldies', 'percussion', 'producer', 'rock', 'sexy', 'singer', 'stand-up comedy', 'sympho black metal', 'vocal', 'voice']",Portugal,39.55792,-7.84481,120,1997
SOVQKDF12AB01834B3,The Last Stand,Statues,"['77 style punk', 'bass', 'canada', 'drums', 'guitar', 'indie rock', 'melodic punk', 'mod revival', 'pop', 'pop punk', 'power pop', 'punk', 'r&b', 'vocal']","Sudbury, Ontario - Canada",46.49,-80.99001,182,2006
SODYJEQ12AB0180054,Hold On Tight,Lambda,"['90s', 'belgium', 'club dance', 'electro house', 'electronic', 'emo', 'euro-house', 'euro-trance', 'european', 'europop', 'french', 'germany', 'hard trance', 'hip hop', 'house', 'indie', 'italy', 'nederland', 'noise', 'noisy', 'party music', 'pop', 'pop rap', 'pop rock', 'post rock', 'progressive house', 'progressive trance', 'psychedelic', 'punk', 'rock', 'spain', 'synthpop', 'tech house', 'tech trance', 'techno', 'trance']",,,,128,1996
SODWIDI12A6D4FA683,Nomades Monades,Frederic Galliano,"['abstract', 'acid jazz', 'ambient', 'breakbeat', 'british pop', 'broken beat', 'classical', 'contemporary jazz', 'country', 'deep house', 'downtempo', 'drum and bass', 'easy listening', 'electronic', 'folk', 'french', 'funk soul', 'future jazz', 'garage house', 'germany', 'hip hop', 'house', 'indie rock', 'intelligent dance music', 'japan', 'jazz', 'jazzdance', 'latin', 'lounge', 'mambo', 'minimal', 'modern classical', 'neo soul', 'pop', 'pop rock', 'progressive house', 'psychedelic rock', 'rock', 'soul', 'soul jazz', 'synthpop', 'tech house', 'techno', 'tribal', 'tribal house', 'trip hop', 'world']",,,,82,1997
SOQGFFB12A6D4F9C7F,Buck's Going Downtown (Album Version),Buckwheat Zydeco,"['acid jazz', 'acoustic', 'alternative rock', 'american', 'bluegrass', 'blues', 'country', 'country rock', 'delta blues', 'disco', 'downtempo', 'dub', 'electronic', 'ethnic', 'folk', 'folk rock', 'funk', 'funky', 'hardcore', 'hip hop', 'indie rock', 'industrial', 'jazz', 'latin', 'los angeles', 'louisiana blues', 'new orleans', 'new wave', 'pop', 'pop rap', 'pop rock', 'punk', 'reggae', 'rock', 'roots reggae', 'salsa', 'ska', 'smooth jazz', 'soul', 'soul blues', 'soul jazz', 'soundtrack', 'sweden', 'synthpop', 'united states', 'world', 'world music', 'zydeco']","Lafayette, LA",,,124,0
SOIOOWC12CF530D524,It's All Wrong_ But It's All Right,Dolly Parton,"['bluegrass', 'contemporary country', 'country', 'country folk', 'country pop', 'female vocalist', 'folk', 'pop', 'progressive country', 'singer-songwriter', 'traditional country']","Locust Ridge, TN",,,144,0
SOMAJWB12AF72A6875,Mosquito Coil,Zeromancer,"['alternative', 'alternative dance', 'alternative metal', 'alternative rock', 'american', 'black metal', 'classic rock', 'dance', 'dark', 'dark wave', 'death metal', 'ebm', 'electro', 'electro rock', 'electro-industrial', 'electronic', 'electronica', 'emo', 'female vocalist', 'finish', 'futurepop', 'germany', 'gothic', 'gothic metal', 'gothic rock', 'hard rock', 'hardcore', 'heavy metal', 'indie', 'indie rock', 'industrial', 'industrial metal', 'industrial rock', 'male vocalist', 'metal', 'metalcore', 'new wave', 'norway', 'norwegian', 'nu metal', 'punk', 'rock', 'scandinavia', 'space rock', 'synthpop', 'united states']",,,,93,2003
SOGBFJS12AB0183AB7,In The Midst,Byron Cage featuring Tye Tribbett,"['black gospel', 'christian', 'contemporary gospel', 'gospel', 'gospel jams', 'gospel soul', 'inspirational', 'male vocalist', 'praise & worship', 'religious music', 'soul']",,,,119,0
SOGZXGR12AB017F004,Rain Love,Al Denson,"['adult contemporary', 'ballad', 'bass', 'beautiful', 'california', 'ccm', 'christian', 'christian music', 'concert', 'contemporary', 'contemporary music', 'cover', 'drums', 'earth', 'guitar', 'instrumental', 'light', 'lyrics', 'old', 'original', 'party music', 'piano', 'poignant', 'posi', 'powerful', 'radio', 'rock', 'singer', 'singer-songwriter', 'songs', 'soothing', 'soul', 'stand-up comedy', 'traditional', 'trumpet', 'united states', 'up beat', 'voice', 'world', 'worship music']",,,,80,1999
SONMZEM12A6D4FD284,Hidden Sun,Room 5,"['acid jazz', 'ambient', 'ballad', 'belgium', 'breakbeat', 'chill-out', 'club', 'dance', 'dancehall', 'deep house', 'disco', 'disco house', 'downtempo', 'dub', 'easy listening', 'electro', 'electronic', 'electronica', 'eurodance', 'europop', 'funk', 'funky house', 'gabba', 'germany', 'hard house', 'hard trance', 'hardcore', 'hardstyle', 'hip hop', 'hip house', 'house', 'jazz', 'pop', 'pop rap', 'pop rock', 'progressive house', 'progressive trance', 'reggae', 'rock', 'smooth jazz', 'soft rock', 'soul', 'tech house', 'techno', 'trance', 'tribal house', 'trip hop', 'uk garage', 'vocal house']",,,,128,2003
SOHIDSZ12A6D4F7CF5,The Planet (Explicit),Gang Starr,"['80s', '90s', 'acid jazz', 'alternative', 'alternative hip hop', 'alternative rap', 'american', 'beats', 'black', 'brooklyn', 'classic', 'dj', 'east coast', 'east coast hip hop', 'east coast rap', 'funk', 'funky', 'gangster rap', 'golden age', 'hardcore', 'hardcore rap', 'hip hop', 'indie', 'jazz', 'jazz rap', 'new york', 'new york city', 'old school', 'old school hip hop', 'political rap', 'rap', 'smooth', 'soul', 'underground', 'underground hip hop', 'underground rap', 'united states']","Boston, Massachusettes",,,209,1994
SOVDNXZ12AC3DF9EA4,You Turn Me,Vickie Winans,"['black gospel', 'ccm', 'christian', 'christmas music', 'contemporary gospel', 'electronic', 'euro-house', 'evangelica', 'female vocalist', 'funk soul', 'germany', 'gospel', 'hip hop', 'holiday', 'house', 'italian dance', 'italian disco', 'jazz', 'praise & worship', 'r&b', 'religious music', 'rnb chiqs', 'soul', 'soul jazz', 'trip hop', 'united states', 'urban gospel']",,,,180,2008
SOMKNJK12A8C145989,Smile,The London Pops Orchestra,"['big band', 'boston', 'canada', 'classic', 'easy listening', 'film music', 'florida', 'jazz', 'london', 'orchestra', 'orchestral pop', 'original', 'pops', 'producer']",,,,68,0
SOMARKF12A8C139E6A,La Alegria Del Batallon,Alfredo Kraus,"['bel canto', 'cello', 'classic', 'classical', 'ferclasica', 'goldenbird', 'jazz', 'latin pop', 'male vocalist', 'opera', 'opera singer', 'orchestral pop', 'romantic', 'singer', 'spanish', 'tenor', 'vocal']",,,,92,0
SOTQFQD12AB017BCDC,Presenting The Eight Wonder Of The World,Max Steiner,"['avant-garde', 'beautiful', 'big band', 'chanson', 'classical', 'composer', 'contemporary classical music', 'country', 'easy listening', 'european', 'film music', 'film score', 'film score composer', 'folk', 'german pop', 'instrumental', 'jazz', 'modern', 'movie score', 'movie score composer', 'neoclassical', 'original score', 'pop', 'romantic', 'soundtrack', 'united states', 'vienna', 'world']","Vienna, Austria",48.20254,16.3688,135,1993
SOZHWVN12AB017FAA2,The Same God,Carman featuring Commissioned & The Christ Church Choir,"['80s', 'american', 'ccm', 'christian', 'christian pop', 'christian rock', 'contemporary christian', 'contemporary gospel', 'gospel', 'male', 'male vocalist', 'modern worship', 'new wave', 'old', 'oldies', 'pop', 'powerful', 'praise', 'praise & worship', 'rock', 'singer-songwriter', 'spiritual', 'worship music']","Trenton, NJ",40.21787,-74.7594,150,0
SOEOUCQ12A6BD4F935,Kalanta,Despina Vandi,"['british pop', 'club', 'dance', 'dance pop', 'electric', 'electro', 'electronica', 'ethnic', 'eurodance', 'european', 'europop', 'eurovision', 'female', 'female vocalist', 'female vocals', 'greece', 'greek', 'greek electronic', 'greek female vocalist', 'greek music', 'greek pop', 'hip hop', 'house', 'indie', 'italian', 'latin', 'macedonia', 'modern laika', 'mtv', 'orient', 'pop', 'queen', 'rock', 'russian pop', 'sexy', 'singer', 'techno', 'trance', 'turkish', 'turkish pop', 'vocalist']",,,,88,0
SOAFHDJ12A8C13F6FF,Nehi Mamma Blues,Frank Stokes,"['acoustic blues', 'american roots', 'blues', 'country', 'country blues', 'delta blues', 'dixieland', 'fingerstyle', 'folk', 'guitar', 'jazz', 'jug band', 'louisiana blues', 'memphis', 'memphis blues', 'mississippi blues', 'oldies', 'prewar blues', 'r&b', 'ragtime', 'southern soul', 'tennessee', 'united states', 'world']","Whitehaven, TN",35.03731,-90.06146,172,1995
SOETWIB12A58A7A90D,Fell In Love Today,Lee Michaels,"['60s', '60s rock', '70s', '70s rock', 'acid rock', 'am pop', 'american', 'baroque pop', 'blue-eyed soul', 'blues', 'blues-rock', 'california', 'christian', 'classic', 'classic rock', 'cover', 'experimental', 'folk rock', 'hard rock', 'keyboard', 'los angeles', 'oldies', 'organ', 'pop', 'pop life', 'pop rock', 'progressive rock', 'psychedelic', 'psychedelic pop', 'psychedelic rock', 'rock', 'smooth', 'soul', 'sunshine pop', 'texas']","Los Angeles, CA",34.05349,-118.24532,101,1968
SOQVFVG12AAF3B3FA5,Where Is The Love?,Bobby Broom,"['80s funk', 'disco', 'electro', 'electronic', 'funk', 'funk soul', 'guitar', 'hard bop', 'harlem', 'hip hop', 'jazz', 'jazz funk', 'jazz guitar', 'jazzdance', 'new york', 'pop', 'post-bop', 'progressive jazz', 'progressive jazz rock', 'soul', 'soul jazz', 'swing', 'united states']",New York City,40.71455,-74.00712,125,0
SOBHHSV12A8C142BF5,Ultra-Funk,Los Amigos Invisibles,"['acid jazz', 'alternative', 'alternative rock', 'bandas venezolanas', 'breakcore', 'british', 'chill-out', 'coachella', 'dance', 'disco', 'downtempo', 'drum and bass', 'electro', 'electronic', 'electronica', 'experimental', 'funk', 'funk rock', 'funky', 'fusion', 'groove', 'groovy', 'house', 'jazz', 'jazz fusion', 'jungle music', 'latin', 'latin alternative', 'latin dance', 'latin rock', 'latino', 'lounge', 'nu metal', 'pop', 'quiet', 'rock', 'rock en espanol', 'sexy', 'ska', 'soul', 'spanish rock', 'surf music', 'venezuela', 'world music']",Venezuela,,,109,1998
SOVJFWT12A6D4FA5D4,Everafter,Mark Feldman_ John Taylor_ Anders Jormin_ Tom Rainey,"['american', 'avant-garde', 'avant-garde jazz', 'bossa nova', 'chamber jazz', 'classical', 'contemporary', 'contemporary classical music', 'contemporary jazz', 'ecm records', 'improvisational', 'instrumental music', 'j pop', 'japan', 'jazz', 'jazz violin', 'latin', 'modern jazz', 'pop', 'pop rock', 'post-bop', 'progressive jazz', 'reggae', 'rock', 'tango', 'tzadik', 'united states', 'violin']",,,,86,0
SOALNDY12AB0182A18,Walls Of Jericho (Album Version),Freddie McGregor,"['70s', '80s', 'ballad', 'belgium', 'big beat', 'breakbeat', 'conscious', 'dancehall', 'downtempo', 'dub', 'electronic', 'ethnic', 'french', 'germany', 'hip hop', 'jamaica', 'jamaican', 'japan', 'lovers rock', 'neo soul', 'pop', 'pop rock', 'r&b', 'raga', 'rasta', 'reggae', 'rock', 'rock steady', 'roots', 'roots and culture', 'roots reggae', 'roots rock', 'ska', 'soul', 'switzerland', 'synthpop', 'trip hop', 'united states', 'wicked', 'world']",,,,124,0
SOEZRMA12A58A7D1C3,Rappin' About Rappin' (Uh-Uh-Uh),Junie,"['black rock', 'breakbeat', 'deep funk', 'disco funk', 'funk', 'funk rock', 'groove', 'hip hop', 'jazz', 'r&b', 'rap', 'rare groove', 'soul', 'soul funk', 'synthesizer']",,,,103,0
SOCYGVT12A8C13ED02,Farther Along (Favorite Hymns Sung By The Homecoming Friends Album Version),Bill & Gloria Gaither,"['christian', 'church', 'country gospel', 'english', 'gospel', 'hymns', 'modern', 'piano', 'praise', 'southern gospel', 'spiritual', 'trio', 'vocal']",,,,111,0
SOQXPGC12AB017E91A,Living Again,John Wesley Ryles,"['country', 'country pop', 'pop']",,,,101,0
SOIAUJN12A6D4F79BE,Voices Inside My Head,The Police,"['80s', 'album rock', 'alternative', 'british', 'classic rock', 'england', 'london', 'new wave', 'pop', 'reggae', 'rock']","London, England",,,109,1980
SOKWEYI12AB018B712,The High and The Mighty,Roger Williams,"['american', 'christian', 'country', 'country folk', 'easy listening', 'folk', 'folk-pop', 'holiday', 'instrumental', 'instrumental pop', 'jazz', 'male', 'omaha', 'orchestral pop', 'piano', 'rhode island', 'united states', 'vocal']","Omaha, NE",41.26069,-95.93995,87,0
SOHCGGR12A58A78585,Dedicado,Miguel Gallardo,"['classical', 'latin', 'latin pop', 'los angeles', 'male vocalist', 'melodic', 'mexico', 'pop', 'singer', 'spanish']",,,,109,0
SOIDKSM12A8C13C275,All In A Day (Live @ The Troubadour_ LosAngeles),The Paul Butterfield Blues Band,"['60s', 'acoustic', 'adult contemporary', 'alternative rock', 'american', 'blues', 'blues-rock', 'bluesy', 'boisterous', 'chicago', 'chicago blues', 'classic blues', 'classic rock', 'country', 'country blues', 'earthy', 'easy listening', 'electric blues', 'european', 'folk', 'folk rock', 'freedom', 'funk soul', 'germany', 'harmonica', 'harmonica blues', 'illinois', 'jam music', 'jazz', 'laid back', 'late night', 'male', 'male vocalist', 'modern electric blues', 'nocturnal', 'organic', 'passionate', 'psychedelic rock', 'r&b', 'rock', 'singer-songwriter', 'sophisticated', 'soul', 'soundtrack', 'united states', 'world']",,,,200,0
SOMNCXX12A8C130C46,Tobacco Spit,Bare Jr.,"['90s', 'alternative', 'alternative country', 'alternative rock', 'americana', 'country', 'hard rock', 'indie rock', 'male vocalist', 'post-grunge', 'rock']",,,,92,1998
SOLEIOS12AB018372B,Ya Got Me,Nancy Walker,"['blues', 'california', 'christmas music', 'folk', 'jazz', 'jazz vocal', 'modern folk', 'show tunes', 'vaudeville', 'world reggae']",California,37.27188,-119.27023,76,0
SODJKTV12A8C137456,Keep On Doing What I'm Doing,The Jackson Southernaires,"['black gospel', 'christian', 'contemporary gospel', 'gospel', 'mississippi', 'quartet', 'r&b', 'soul', 'southern gospel', 'spiritual', 'traditional gospel']",Mississippi,32.58507,-89.87374,115,0
SOIASMV12AB0182DC0,Just One Of Those Things,Dionne Warwick,"['60s', '80s', '90s', 'adult contemporary', 'ambient', 'american', 'ballad', 'blues', 'blues-rock', 'brill building pop', 'chanson', 'chill-out', 'classic rock', 'disco', 'downtempo', 'easy listening', 'electronic', 'female', 'female vocalist', 'folk rock', 'funk', 'german pop', 'germany', 'hip hop', 'jazz', 'motown', 'new wave', 'oldies', 'pop', 'pop rock', 'quiet storm', 'r&b', 'reggae', 'rock', 'salsa', 'singer-songwriter', 'smooth jazz', 'soft rock', 'soul', 'soul jazz', 'soundtrack', 'swing', 'uk garage', 'united states', 'urban', 'vocal', 'vocal jazz']","East Orange, NJ",40.76099,-74.20991,101,0
SOFHYZU12CF530E59B,Again,Janet Jackson,"['adult contemporary', 'ballad', 'black', 'blues', 'classic', 'country', 'dance pop', 'disco', 'diva', 'female', 'funk', 'funky', 'fusion', 'groove', 'hip hop', 'jazz', 'pop', 'reggae', 'rock', 'sensual', 'sexy', 'singer', 'soul', 'soulful', 'soundtrack', 'urban', 'vocal']",Los Angeles &amp; New York,,,130,1993
SOUTCRW12A8C13D937,Domino,Kiss,"['70s', '80s', 'ballad', 'classic', 'glam', 'guitar', 'hard rock', 'heavy', 'heavy metal', 'new york', 'old', 'pop', 'rock', 'sleaze', 'swing', 'theater', 'united states']","New York, NY",,,91,0
SOQOSFA12AC960D97D,Je n'irai pas ailleurs,France D' Amour,"['adult contemporary', 'dance rock', 'deep', 'english', 'francophone', 'french', 'los angeles', 'pop rock', 'quebec', 'rock', 'sad', 'songs']",,,,95,0
SOHBPQS12A58A7A631,Eu E Meu Coracao,João Gilberto,"['50s', '60s', 'acoustic', 'ambient', 'beautiful', 'bossa nova', 'brazil', 'brazilian', 'brazilian jazz', 'easy listening', 'fado', 'guitar', 'indie rock', 'instrumental', 'jazz', 'latin', 'latin jazz', 'lounge', 'male vocalist', 'mellow', 'relax', 'rock', 'salsa', 'samba', 'sexy', 'singer-songwriter', 'smooth', 'smooth jazz', 'soul', 'tropical', 'vocal', 'vocal jazz', 'world fusion', 'world music']",,,,56,1991
